	name	Longitude	Latitude	address1	city	zip_code	state	display_address	price	rating	review_count
685	New Chin Chin Wu Restaurant	-73.96446	40.64904	1615 Church Ave	Brooklyn	11226	NY	['1615 Church Ave', 'Brooklyn, NY 11226']		4.5	7
686	I Fortune Cookie	-73.947319	40.7476578	44-69 21st St	Long Island City	11101	NY	['44-69 21st St', 'Long Island City, NY 11101']	$	3.0	49
687	Cafe Evergreen	-73.9556	40.76891	1367 1st Ave	New York	10021	NY	['1367 1st Ave', 'New York, NY 10021']	$$	3.5	169
688	China Kettle	-73.9106508	40.6173427	6606 Ave U	Brooklyn	11234	NY	['6606 Ave U', 'Brooklyn, NY 11234']	$$	3.5	38
689	Randy's Chinese Food	-73.906774	40.700336	1693 Putnam Ave	Ridgewood	11385	NY	['1693 Putnam Ave', 'Ridgewood, NY 11385']	$	3.0	50
690	First Choice Chinese Kitchen	-73.9425	40.83778	3893 Broadway	New York	10032	NY	['3893 Broadway', 'New York, NY 10032']	$	3.0	49
691	Ming Wok	-73.883957862854	40.7555390072011	8418A Northern Blvd	Jackson Heights	11372	NY	['8418A Northern Blvd', 'Jackson Heights, NY 11372']	$	4.0	15
692	Jianbing Company	-73.95736	40.67758	899 Bergen St	Brooklyn	11238	NY	['899 Bergen St', 'Brooklyn, NY 11238']		4.0	1
693	Wai Kang Restaurant	-73.8882446289062	40.8726463317871	39 Bedford Park Blvd	New York	10468	NY	['39 Bedford Park Blvd', 'New York, NY 10468']	$	3.5	11
694	Double Dragon Restaurant	-73.898079	40.867191	2647 Jerome Ave	New York	10468	NY	['2647 Jerome Ave', 'New York, NY 10468']	$	3.5	18
695	Chef's Garden	-73.8041	40.7211799	8009 164th St	Jamaica	11432	NY	['8009 164th St', 'Jamaica, NY 11432']	$	3.5	20
696	Welcome Chili	-73.9902359	40.643718	3806 Fort Hamilton Pkwy	Brooklyn	11218	NY	['3806 Fort Hamilton Pkwy', 'Brooklyn, NY 11218']		5.0	1
697	Imperial Taste	-73.7550127	40.7492825	22142 Horace Harding Expy	Oakland Gardens	11364	NY	['22142 Horace Harding Expy', 'Oakland Gardens, NY 11364']	$	3.5	89
698	China New Star	-73.929765	40.615961	2212 Flatbush Ave	Brooklyn	11234	NY	['2212 Flatbush Ave', 'Brooklyn, NY 11234']	$$	3.5	119
699	Happy Town Chinese Kitchen	-73.8456757	40.783018	1803 College Point Blvd	College Point	11356	NY	['1803 College Point Blvd', 'College Point, NY 11356']	$	3.5	13
700	Sun Luck Kitchen	-73.9800262451172	40.676628112793	197 5th Ave	Brooklyn	11217	NY	['197 5th Ave', 'Brooklyn, NY 11217']	$	3.0	55
701	Pho New York Restaurant	-73.99925	40.71623	73 Mulberry St	New York	10013	NY	['73 Mulberry St', 'New York, NY 10013']		4.5	8
702	La Dinastia	-73.98022	40.77833	145 W 72nd St	New York	10023	NY	['145 W 72nd St', 'New York, NY 10023']	$$	3.5	160
703	New Sunny East 88	-73.94825	40.777902	1680 1st Ave	New York	10128	NY	['1680 1st Ave', 'New York, NY 10128']	$	3.5	64
704	Red House Chinese Restaurant	-73.90354	40.83069	1229 Franklin Ave	Bronx	10456	NY	['1229 Franklin Ave', 'Bronx, NY 10456']		4.0	1
705	Sing Wok Chinese Restaurant	-73.87771	40.872337	353 E 204th Street	Bronx	10467	NY	['353 E 204th Street', 'Bronx, NY 10467']		4.0	3
706	Happy Garden Chinese Restaurant	-73.923601	40.69921	188 Wilson Ave	Brooklyn	11221	NY	['188 Wilson Ave', 'Brooklyn, NY 11221']	$	3.5	16
707	New General Tso's Restaurant	-73.8621299	40.83117	1215 White Plains Rd	Bronx	10472	NY	['1215 White Plains Rd', 'Bronx, NY 10472']	$	4.0	15
708	La Vie en Szechuan	-73.9843980932541	40.7473584983999	14 E 33rd St	New York	10016	NY	['14 E 33rd St', 'New York, NY 10016']	$$	3.0	432
709	Empire Szechuan	-73.980178	40.775683	193 Columbus Ave	New York	10023	NY	['193 Columbus Ave', 'New York, NY 10023']	$$	2.5	222
710	Empire 19	-73.9174023270607	40.8787697553635	19A Knolls Crescent	Bronx	10463	NY	['19A Knolls Crescent', 'Bronx, NY 10463']	$	3.0	31
711	BaoHaus	-73.9857136011124	40.7324690923782	238 E 14th St	New York	10003	NY	['238 E 14th St', 'New York, NY 10003']	$$	3.5	1925
712	Fortune Cookie Chinese Kitchen	-73.9507	40.72338	611 Manhattan Ave	Brooklyn	11222	NY	['611 Manhattan Ave', 'Brooklyn, NY 11222']	$	3.0	45
713	Brooklyn Chop House	-74.00597	40.7115099	150 Nassau St	New York	10038	NY	['150 Nassau St', 'New York, NY 10038']	$$$	3.5	284
714	Fu Xing	-73.9911292120814	40.7546132717404	273 W 38th St	New York	10018	NY	['273 W 38th St', 'New York, NY 10018']		4.0	2
715	Xun Yu Si Kao	-74.0095	40.63879	5609 7th Ave	Brooklyn	11220	NY	['5609 7th Ave', 'Brooklyn, NY 11220']		4.5	18
716	TAO Uptown	-73.97147	40.76269	42 E 58th St	New York	10022	NY	['42 E 58th St', 'New York, NY 10022']	$$$	3.5	2531
717	Xi'an Famous Foods	-73.98744	40.74033	38 E 23rd St	New York	10010	NY	['38 E 23rd St', 'New York, NY 10010']	$$	4.0	189
718	Ten Full Restaurant	-73.92511	40.74018	39-49 48th Ave	Sunnyside	11104	NY	['39-49 48th Ave', 'Sunnyside, NY 11104']	$	3.0	62
719	East Met West	-73.94392	40.71446	752 Metropolitan Ave	Brooklyn	11211	NY	['752 Metropolitan Ave', 'Brooklyn, NY 11211']	$	3.0	48
720	Evergreen On 38	-73.98199	40.75041	10 E 38th St	New York	10016	NY	['10 E 38th St', 'New York, NY 10016']	$$	3.5	239
721	Yeung II Sushi Asian Cuisine	-74.02716	40.75079	1120 Washington St	Hoboken	07030	NJ	['1120 Washington St', 'Hoboken, NJ 07030']	$$	3.5	188
722	China Dragon	-73.976654	40.631248	4320 18th Ave	Kensington	11218	NY	['4320 18th Ave', 'Kensington, NY 11218']	$	3.0	8
723	Foo Lee	-73.88784	40.67871	2892 Fulton St	Brooklyn	11207	NY	['2892 Fulton St', 'Brooklyn, NY 11207']	$	3.5	5
724	Weng Garden	-73.920722	40.685707	872 Hancock St	Brooklyn	11233	NY	['872 Hancock St', 'Brooklyn, NY 11233']	$	4.0	13
725	J East	-73.98587	40.7347899	175 3rd Ave	New York	10003	NY	['175 3rd Ave', 'New York, NY 10003']	$	3.0	64
726	Long Spring Garden	-73.901984	40.745848	62-05 Roosevelt Ave	Woodside	11377	NY	['62-05 Roosevelt Ave', 'Woodside, NY 11377']	$	3.5	26
727	Imperial Palace	-73.830619	40.761867	13613 37th Ave	Flushing	11354	NY	['13613 37th Ave', 'Flushing, NY 11354']	$$	4.0	421
728	Alley 41	-73.828	40.75911	136-45 41st Ave	Flushing	11355	NY	['136-45 41st Ave', 'Flushing, NY 11355']	$$	4.0	156
729	New Peking House	-73.869846	40.684095	3408 Fulton St	Brooklyn	11208	NY	['3408 Fulton St', 'Brooklyn, NY 11208']	$	3.5	5
730	Asian Taste	-73.994533	40.660945	718 5th Ave	Brooklyn	11215	NY	['718 5th Ave', 'Brooklyn, NY 11215']	$	3.0	55
731	Shanghai You Garden	-73.83056	40.75895	135-33 40th Rd	Flushing	11354	NY	['135-33 40th Rd', 'Flushing, NY 11354']	$$	4.0	1018
732	88 Dragon & Phoenix	-74.1099625	40.67416	787 Broadway	Bayonne	07002	NJ	['787 Broadway', 'Bayonne, NJ 07002']	$	3.5	29
733	New Garden	-73.951049	40.662142	1060 Nostrand Ave	New York	11225	NY	['1060 Nostrand Ave', 'New York, NY 11225']	$	3.0	6
734	Ye Garden	-73.8952	40.70169	71-02 Fresh Pond Rd	Ridgewood	11385	NY	['71-02 Fresh Pond Rd', 'Ridgewood, NY 11385']	$	3.5	21
735	Pa Pa Thai Cuisine	-73.9624154842934	40.7593778206059	1069 1st Ave	New York	10022	NY	['1069 1st Ave', 'New York, NY 10022']	$$	4.5	194
736	Mei Yu Spring	-73.9971762470746	40.7125753536096	29 Catherine St	New York	10002	NY	['29 Catherine St', 'New York, NY 10002']	$	4.0	78
737	Keming Restaurant	-74.02772	40.74893	1006 Washington St	Hoboken	07030	NJ	['1006 Washington St', 'Hoboken, NJ 07030']	$$	3.5	135
738	Farmers Restaurant	-74.0053	40.60855	1692 86th St	Brooklyn	11214	NY	['1692 86th St', 'Brooklyn, NY 11214']	$$	3.0	73
739	Tang Pavilion	-73.977189	40.762849	65 W 55th St	New York	10019	NY	['65 W 55th St', 'New York, NY 10019']	$$	3.5	302
740	No 1 Restaurant	-73.9245299622416	40.6584302118089	1007 Clarkson Ave	Brooklyn	11212	NY	['1007 Clarkson Ave', 'Brooklyn, NY 11212']	$	4.5	4
741	Wok City	-73.983876645396	40.7752417820046	153 Amsterdam Ave	New York	10023	NY	['153 Amsterdam Ave', 'New York, NY 10023']	$	3.0	82
742	Wah Lung Chinese Food	-73.9537711246306	40.6104668294336	1932 Kings Hwy	Brooklyn	11229	NY	['1932 Kings Hwy', 'Brooklyn, NY 11229']	$	3.5	11
743	No 1 Fusion	-73.909462	40.7000923	16-35 Woodbine St	Queens	11385	NY	['16-35 Woodbine St', 'Queens, NY 11385']		4.5	2
744	Yummy Chinese Resturant	-73.950804	40.664311	985 Nostrand Ave	Brooklyn	11225	NY	['985 Nostrand Ave', 'Brooklyn, NY 11225']		4.0	1
745	Hong Kong Chinese Restaurant	-73.98146	40.7444	174 Lexington Ave	New York	10016	NY	['174 Lexington Ave', 'New York, NY 10016']	$	3.0	34
746	Hunger Pang	-73.9696960449219	40.6470565795898	1021 Church Ave	Flatbush	11218	NY	['1021 Church Ave', 'Flatbush, NY 11218']	$$	4.5	300
747	Xiun Wei Restaurant	-73.8422789131359	40.8403242531329	124 Westchester Square	Bronx	10461	NY	['124 Westchester Square', 'Store 3', 'Bronx, NY 10461']		5.0	1
748	Super Bowl	-73.906413	40.725644	5560 60th St	Maspeth	11378	NY	['5560 60th St', 'Maspeth, NY 11378']	$	3.5	11
749	Rice Noodle Cart	-74.000283	40.717931	153 Centre St	New York	10013	NY	['153 Centre St', 'New York, NY 10013']	$	4.5	142
750	New Happy Garden Company	-73.81274	40.70234	8907 139th St	Jamaica	11435	NY	['8907 139th St', 'Jamaica, NY 11435']		4.5	9
751	New Hong Wong Seafood Restaurant	-73.995498	40.717796	100 Bowery	New York	10013	NY	['100 Bowery', 'New York, NY 10013']	$$	3.5	28
752	Asia Restaurant	-73.8784215	40.748088	8802 Roosevelt Ave	Jackson Heights	11372	NY	['8802 Roosevelt Ave', 'Jackson Heights, NY 11372']	$	4.0	6
753	Shun Li Chinese Restaurant	-73.9174987560195	40.6687382633411	1523 Pitkin Ave	Brooklyn	11212	NY	['1523 Pitkin Ave', 'Brooklyn, NY 11212']		2.5	2
754	Lucky Star Restaurant	-73.87443	40.76309	9419 Astoria Blvd	East Elmhurst	11369	NY	['9419 Astoria Blvd', 'East Elmhurst, NY 11369']	$	3.0	9
755	Golden China	-73.8814392	40.6715889	1013 Sutter Ave	East New York	11208	NY	['1013 Sutter Ave', 'East New York, NY 11208']	$	4.5	2
756	Shanghai Dumpling	-73.99721	40.71726	100 Mott St	New York	10013	NY	['100 Mott St', 'New York, NY 10013']	$	3.5	2124
757	China Garden	-73.930877	40.67453	130 Utica Ave	Brooklyn	11213	NY	['130 Utica Ave', 'Brooklyn, NY 11213']	$$	3.5	3
758	Mama's Noodle House	-73.9930436387658	40.6168614546041	1782 Bay Ridge Ave	Brooklyn	11204	NY	['1782 Bay Ridge Ave', 'Brooklyn, NY 11204']	$	4.5	60
759	Szechun Express	-73.984444908711	40.8243995817555	639 Palisade Ave	Cliffside Park	07010	NJ	['639 Palisade Ave', 'Cliffside Park, NJ 07010']	$$	4.0	45
760	ChowTime	-73.982036	40.576542	1418 Mermaid Ave	Brooklyn	11224	NY	['1418 Mermaid Ave', 'Brooklyn, NY 11224']	$	4.5	50
761	New City	-73.9258919279945	40.7029774649578	236 Knickerbocker Ave	Brooklyn	11237	NY	['236 Knickerbocker Ave', 'Brooklyn, NY 11237']		3.0	17
762	Lagman House	-73.95548	40.58756	2612 E 14th St	Brooklyn	11235	NY	['2612 E 14th St', 'Brooklyn, NY 11235']	$$	4.5	93
763	King Dragon	-73.95035	40.79287	1548 Madison Ave	New York	10029	NY	['1548 Madison Ave', 'New York, NY 10029']	$	2.5	10
764	Family Garden	-73.960987	40.635335	1709 Foster Ave	Brooklyn	11230	NY	['1709 Foster Ave', 'Brooklyn, NY 11230']	$	4.0	26
765	Golden House	-73.91789	40.76497	3512 30th Ave	Astoria	11103	NY	['3512 30th Ave', 'Astoria, NY 11103']	$	2.5	90
766	Shun Lee West & Cafe	-73.9811626	40.7727826	43 W 65th St	New York	10023	NY	['43 W 65th St', 'New York, NY 10023']	$$$	3.0	474
767	New Wok Chinese Restaurant	-73.9160164	40.8134011	481 Brook Ave	Bronx	10455	NY	['481 Brook Ave', 'Bronx, NY 10455']		2.0	2
768	Good Taste Chinese	-73.966433	40.629664	1015 Ave H	Brooklyn	11230	NY	['1015 Ave H', 'Brooklyn, NY 11230']	$$	3.5	6
769	Good Friend	-73.89593	40.63794	9528 Avenue L	Brooklyn	11236	NY	['9528 Avenue L', 'Brooklyn, NY 11236']		3.5	4
770	The Bund	-73.8532474276788	40.7264404960967	100-30 Queens Blvd	Forest Hills	11375	NY	['100-30 Queens Blvd', 'Forest Hills, NY 11375']	$$	3.5	244
771	Ming Hing Restaurant	-73.97354	40.6086	380 Ave P	Brooklyn	11204	NY	['380 Ave P', 'Brooklyn, NY 11204']	$	3.0	17
772	Ollies To Go	-73.955451	40.771918	307 E 77th St	New York	10075	NY	['307 E 77th St', 'New York, NY 10075']		4.0	28
773	Taste of China	-73.8842849731445	40.7446556091309	8026 Baxter Ave	Elmhurst	11373	NY	['8026 Baxter Ave', 'Elmhurst, NY 11373']	$	4.0	8
774	China Express	-73.93767	40.6415	4106 Ave D	Brooklyn	11203	NY	['4106 Ave D', 'Brooklyn, NY 11203']	$	2.0	1
775	Xing & Hui Linda's Kitchen	-73.81824	40.82022	4006 E Tremont Ave	Bronx	10465	NY	['4006 E Tremont Ave', 'Bronx, NY 10465']		4.5	4
776	Good Luck Chinese Restaurant	-73.9197625899353	40.7392043166647	4516 48th Ave	Woodside	11377	NY	['4516 48th Ave', 'Woodside, NY 11377']	$	4.0	11
777	Hot Kitchen Skewer Hotpot & BBQ	-73.98816	40.72741	104 2nd Ave	New York	10003	NY	['104 2nd Ave', 'New York, NY 10003']	$$	3.5	433
778	Traditional Chinese Food Cart	-73.995937	40.7293724	35 W 4th St	New York	10014	NY	['35 W 4th St', 'New York, NY 10014']		4.0	7
779	Chef Hong's Kitchen	-74.07759	40.6381	55 Victory Blvd	Staten Island	10301	NY	['55 Victory Blvd', 'Staten Island, NY 10301']	$	4.0	12
780	Fay Da Bakery	-74.00176	40.73115	321 W 6th Ave	New York	10012	NY	['321 W 6th Ave', 'New York, NY 10012']	$	4.0	222
781	Wah Yeung's Kitchen	-73.9207394	40.745041	43-24 43rd Ave	Sunnyside	11104	NY	['43-24 43rd Ave', 'Sunnyside, NY 11104']	$	3.0	23
782	Silver Palace	-73.9526	40.82303	3438 Broadway	New York	10031	NY	['3438 Broadway', 'New York, NY 10031']		3.5	6
783	Golden Wok	-73.946723	40.827003	1770 Amsterdam Ave	New York	10031	NY	['1770 Amsterdam Ave', 'New York, NY 10031']	$	3.5	52
784	China House	-73.7590898	40.7210974	206-18 Hillside Ave	Queens Village	11427	NY	['206-18 Hillside Ave', 'Queens Village, NY 11427']	$	3.5	31
785	Chang Hong Chinese Restaurant	-73.910232	40.696949	409 Irving Ave	Brooklyn	11237	NY	['409 Irving Ave', 'Brooklyn, NY 11237']	$$	3.5	6
786	China Delight	-74.0045899	40.65043	4009 5th Ave	Brooklyn	11232	NY	['4009 5th Ave', 'Brooklyn, NY 11232']	$	3.5	45
787	Hardee	-73.9153899997473	40.6618899485811	771 Saratoga Ave	Brooklyn	11212	NY	['771 Saratoga Ave', 'Brooklyn, NY 11212']	$$	4.5	8
788	Jade Seneca	-73.9081073	40.7028933	688 Seneca Ave	Ridgewood	11385	NY	['688 Seneca Ave', 'Ridgewood, NY 11385']	$	2.5	20
789	Super China Pagoda	-73.9091797	40.7610039	4720 30th Ave	Astoria	11103	NY	['4720 30th Ave', 'Astoria, NY 11103']	$	3.5	43
790	Hardee Lee	-73.922707	40.670403	1645 St John's Pl	Brooklyn	11233	NY	"[""1645 St John's Pl"", 'Brooklyn, NY 11233']"		4.0	1
791	Lucky Star	-73.89594	40.81684	807 Southern Blvd	Bronx	10459	NY	['807 Southern Blvd', 'Bronx, NY 10459']		5.0	1
792	Mayflower Chinese Restaurant	-74.12074	40.634538	1151 Castleton Ave	Staten Island	10310	NY	['1151 Castleton Ave', 'Staten Island, NY 10310']		4.5	4
793	Grand Fortune Chinese Cuisine	-73.9766693115234	40.5963516235352	202 Avenue U	Brooklyn	11223	NY	['202 Avenue U', 'Brooklyn, NY 11223']	$	3.5	20
794	Perfect Taste	-73.99157	40.71508	51B Canal St	New York	10002	NY	['51B Canal St', 'New York, NY 10002']		4.5	71
795	China Wok	-73.9418902248144	40.8124997466803	454-A Lenox Ave	New York	10037	NY	['454-A Lenox Ave', 'New York, NY 10037']	$	4.0	14
796	KROK Brooklyn	-74.0013	40.68761	117 Columbia St	Brooklyn	11231	NY	['117 Columbia St', 'Brooklyn, NY 11231']	$$	4.5	57
797	Feng's Garden	-73.8393932	40.7190535	11054 Queens Blvd	Forest Hills	11375	NY	['11054 Queens Blvd', 'Forest Hills, NY 11375']	$	3.5	64
798	Tao Hong Bakery	-73.9945679	40.71735	79 Chrystie St	New York	10002	NY	['79 Chrystie St', 'New York, NY 10002']	$	4.5	36
799	Proong Noodle Bar	-73.98003	40.73528	347 1st Ave	New York	10010	NY	['347 1st Ave', 'New York, NY 10010']	$$	4.5	138
800	Oriental Chinese Restaruant	-73.9447835513302	40.8337324320757	3774 Broadway	New York	10032	NY	['3774 Broadway', 'New York, NY 10032']	$	2.5	8
801	Yang No 1 Asian Restaurant	-73.97423	40.68596	109 S Portland Ave	Brooklyn	11217	NY	['109 S Portland Ave', 'Brooklyn, NY 11217']	$	3.0	19
802	Golden Village Chinese Kitchen	-73.91935	40.63401	5912 Glenwood Rd	Brooklyn	11234	NY	['5912 Glenwood Rd', 'Brooklyn, NY 11234']		4.0	11
803	No 1 Chinese Restaurant	-74.029036	40.767345	2504 Palisade Ave	Weehawken	07086	NJ	['2504 Palisade Ave', 'Weehawken, NJ 07086']	$	3.5	43
804	Chef Wang	-73.6761173068364	40.7345381905188	1902 Jericho Tpke	New Hyde Park	11040	NY	['1902 Jericho Tpke', 'New Hyde Park, NY 11040']	$$	4.0	332
805	XIN	-74.03067	40.62518	8320 3rd Ave	Brooklyn	11209	NY	['8320 3rd Ave', 'Brooklyn, NY 11209']	$$	3.5	80
806	H K Wonton Garden	-73.9992752075195	40.7164688110352	79 Mulberry St	New York	10013	NY	['79 Mulberry St', 'New York, NY 10013']	$	3.5	730
807	Chop Shop II	-73.99123	40.74324	41 W 24th St	New York	10010	NY	['41 W 24th St', 'New York, NY 10010']	$$	3.5	216
808	New Kam Lai Chinese	-73.97133	40.79303	708 Amsterdam Ave	New York	10025	NY	['708 Amsterdam Ave', 'New York, NY 10025']	$	3.0	56
809	August Gatherings	-74.0011004	40.7186556	266 Canal St	New York	10013	NY	['266 Canal St', 'New York, NY 10013']	$$$	3.5	236
810	Amy's Restaurant	-73.92097	40.86701	586 W 207th St	New York	10034	NY	['586 W 207th St', 'New York, NY 10034']	$$	3.5	109
811	Flame	-73.90127	40.88279	5740 Broadway	Bronx	10463	NY	['5740 Broadway', 'Unit 5', 'Bronx, NY 10463']		4.5	64
812	Lo-Fatt-Chow	-74.0378006521148	40.7474615723213	720 Monroe St C-103	Hoboken	07030	NJ	['720 Monroe St C-103', '(Monroe & 8th St)', 'Hoboken, NJ 07030']	$	4.0	104
813	Wo Hop Chinese Restaurant	-73.878592	40.681608	3150 Fulton St	Brooklyn	11208	NY	['3150 Fulton St', 'Brooklyn, NY 11208']	$	2.5	12
814	Teng Dragon	-73.9349899291992	40.7961006164551	2260 1st Ave	New York	10035	NY	['2260 1st Ave', 'New York, NY 10035']	$	3.0	20
815	Double Dragon	-74.00907	40.65012	4318 4th Ave	Brooklyn	11232	NY	['4318 4th Ave', 'Brooklyn, NY 11232']	$	3.0	7
816	New Sheng Chinese Restaurant	-73.888199	40.826996	1029 E 167th St	Foxhurst	10459	NY	['1029 E 167th St', 'Foxhurst, NY 10459']		4.0	1
817	Di An Di	-73.958244	40.729526	68 Greenpoint Ave	Brooklyn	11222	NY	['68 Greenpoint Ave', 'Ground Fl', 'Brooklyn, NY 11222']	$$$$	4.0	144
818	Hong Garden	-73.9383544921875	40.8219299316406	2515 Adam Clayton Powell	New York	10039	NY	['2515 Adam Clayton Powell', 'New York, NY 10039']	$	3.5	8
819	Northern Tiger	-74.0160110541061	40.7126462901984	225 Liberty St	New York	10281	NY	['225 Liberty St', 'Hudson Eats', 'New York, NY 10281']	$$	3.0	147
820	Wahdo Restaurant	-73.92334	40.6560599	395 Remsen Ave	Brooklyn	11212	NY	['395 Remsen Ave', 'Brooklyn, NY 11212']	$	4.5	4
821	Lucky Family 1 Takeout Kitchn	-73.9562399	40.68114	1120 Fulton St	Brooklyn	11238	NY	['1120 Fulton St', 'Brooklyn, NY 11238']		4.0	2
822	Ollie's To Go	-73.9752417	40.7904902	2425 Broadway	New York	10024	NY	['2425 Broadway', 'New York, NY 10024']	$$	2.5	145
823	Fairview Chinese Restaurant	-74.00097	40.81084	363 Fairview Ave	Fairview	07022	NJ	['363 Fairview Ave', 'Fairview, NJ 07022']	$	4.0	126
824	Xing Shun Da	-73.8222449272871	40.7533664256334	44-18 Kissena Blvd	Flushing	11355	NY	['44-18 Kissena Blvd', 'Flushing, NY 11355']	$$	4.0	17
825	Taiwanese Gourmet	-73.878766	40.739713	8402 Broadway	Elmhurst	11373	NY	['8402 Broadway', 'Elmhurst, NY 11373']	$$	3.5	349
826	Mandarin Wok Restaurant	-73.8511595766225	40.8723498946071	1232 E Gun Hill Rd	New York	10469	NY	['1232 E Gun Hill Rd', 'New York, NY 10469']	$$	3.5	7
827	New King's Garden	-73.872556	40.760402	9606 31st Ave	E Elmhurst	11369	NY	['9606 31st Ave', 'E Elmhurst, NY 11369']	$	5.0	1
828	Hunts Point Chinese Restaurant	-73.89302	40.81965	901 Southern Blvd	Bronx	10459	NY	['901 Southern Blvd', 'Bronx, NY 10459']		4.0	4
829	Jumbo Chinese Restaurants	-73.930541	40.649898	942 Utica Ave	Brooklyn	11203	NY	['942 Utica Ave', 'Brooklyn, NY 11203']		5.0	1
830	Broadway China Station	-73.9258757	40.7616886	3212 31st St	Astoria	11106	NY	['3212 31st St', 'Astoria, NY 11106']	$	3.5	36
831	XO Kitchen	-73.9960411841547	40.717449983677	148 Hester St	New York	10013	NY	['148 Hester St', 'New York, NY 10013']	$	3.5	511
832	King's Kitchen	-73.9969891682267	40.6040020469898	2051 86th St	Brooklyn	11214	NY	['2051 86th St', 'Brooklyn, NY 11214']	$	3.0	167
833	Mr Tong Restaurant	-73.97821	40.64837	2926 Fort Hamilton Pkwy	Brooklyn	11218	NY	['2926 Fort Hamilton Pkwy', 'Brooklyn, NY 11218']	$	3.0	49
834	Fresh Wok	-73.94698	40.78065	1777 1st Ave	New York	10128	NY	['1777 1st Ave', 'New York, NY 10128']	$	3.0	31
835	New Red Star Chinese Kitchen	-73.8965443	40.8162034	795 Southern Blvd	Bronx	10455	NY	['795 Southern Blvd', 'Bronx, NY 10455']	$	3.5	4
836	Yi Hong	-73.899573	40.6360717	9103 Ave L	Brooklyn	11236	NY	['9103 Ave L', 'Brooklyn, NY 11236']	$	4.5	4
837	Zen Vegetarian House	-73.95937	40.65396	773 Flatbush Ave	Brooklyn	11226	NY	['773 Flatbush Ave', 'Brooklyn, NY 11226']	$$	4.0	270
838	Mei Chung Mei Restaurant	-73.902961730957	40.8784523010254	157 W 231st St	Bronx	10463	NY	['157 W 231st St', 'Bronx, NY 10463']	$$	4.0	18
839	New Shun Hing Chinese Restaurnt	-73.8866494596004	40.6534782797098	1111 Pennsylvania Ave	Brooklyn	11207	NY	['1111 Pennsylvania Ave', 'Brooklyn, NY 11207']		4.5	4
840	KungFu Noodle House	-73.8827301	40.7414872	8202 45th Ave	Queens	11373	NY	['8202 45th Ave', 'Ste 25', 'Queens, NY 11373']		5.0	1
841	China New Star Restaurant	-74.14344	40.62479	1640 Forest Ave	Staten Island	10302	NY	['1640 Forest Ave', 'Staten Island, NY 10302']	$$	3.5	45
842	Joong Koog Jip	-73.81533	40.76193	149-08 41st Ave	Flushing	11355	NY	['149-08 41st Ave', 'Flushing, NY 11355']	$$	4.0	204
843	Xiang Hotpot-Brooklyn	-74.00467	40.6339	5816 Fort Hamilton Pkwy	Brooklyn	11219	NY	['5816 Fort Hamilton Pkwy', 'Brooklyn, NY 11219']	$$$	3.5	95
844	Dunhuang BBQ 敦煌烤肉	-73.8319349907461	40.7612449831908	13351 37th Ave	Flushing	11354	NY	['13351 37th Ave', 'Fl 1st', 'Flushing, NY 11354']	$$	4.5	123
845	Yip Szechuan Gourmet	-73.88921	40.70143	6541 Myrtle Ave	Glendale	11385	NY	['6541 Myrtle Ave', 'Glendale, NY 11385']	$	3.0	11
846	New Great Wall Chinese Restaurant	-73.8950799	40.74282	6913 Woodside Ave	Woodside	11377	NY	['6913 Woodside Ave', 'Woodside, NY 11377']		4.0	13
847	Number 1 Chinese Kitchen	-74.0289899	40.7446399	642 Washington St	Hoboken	07030	NJ	['642 Washington St', 'Hoboken, NJ 07030']	$	3.5	48
848	Grace	-73.903023	40.69976	952 Seneca Ave	Ridgewood	11385	NY	['952 Seneca Ave', 'Ridgewood, NY 11385']		3.5	3
849	New Win Hing	-74.0664883	40.6143029	1180 Bay St	Staten Island	10305	NY	['1180 Bay St', 'Staten Island, NY 10305']	$	3.5	27
850	New Hong Kong	-73.8068619	40.7924004	10-17 154th St	Whitestone	11357	NY	['10-17 154th St', 'Whitestone, NY 11357']		3.5	11
851	Wing Wah Restaurant	-73.8203	40.67603	11720 Rockaway Blvd	South Ozone Park	11420	NY	['11720 Rockaway Blvd', 'South Ozone Park, NY 11420']	$	3.5	12
852	Asian Yummy House	-73.9395595889549	40.6992196817664	824 Broadway	Brooklyn	11206	NY	['824 Broadway', 'Brooklyn, NY 11206']	$	2.5	14
853	Rasa	-73.9975674	40.7327654	25 W 8th St	New York	10011	NY	['25 W 8th St', 'New York, NY 10011']	$$	4.0	685
854	Taste Good	-73.9901636441803	40.7433836718734	18 W 25th St	New York	10010	NY	['18 W 25th St', 'New York, NY 10010']	$	3.5	96
855	High Pearl Queens	-73.8825862	40.7415032	8222 45th Ave	Elmhurst	11373	NY	['8222 45th Ave', 'Elmhurst, NY 11373']	$$	4.0	116
856	Culinary Noodle Kitchen ​	-73.913247	40.762911	4202 30th Ave	Astoria	11103	NY	['4202 30th Ave', 'Astoria, NY 11103']	$$	4.0	43
857	Harvest Chinese & Thai Cuisine	-73.9526672	40.7718201	1502 1st Ave	New York	10075	NY	['1502 1st Ave', 'New York, NY 10075']	$$	3.5	80
858	Liu's Shanghai	-74.0038766549142	40.6026411895768	1869 Bath Ave	Brooklyn	11214	NY	['1869 Bath Ave', 'Brooklyn, NY 11214']	$$	4.5	361
859	Joe's Steam Rice Roll	-73.82941	40.76012	136-21 Roosevelt Ave	Flushing	11354	NY	['136-21 Roosevelt Ave', 'Flushing, NY 11354']	$	4.5	548
