	name	Longitude	Latitude	address1	city	zip_code	state	display_address	price	rating	review_count
142	Madangsui	-73.985679	40.75003	35 W 35th St	New York	10001	NY	['35 W 35th St', 'New York, NY 10001']	$$	3.5	670
143	MUI	-73.98646	40.74732	10 W 32nd St	New York	10001	NY	['10 W 32nd St', 'Fl 5', 'New York, NY 10001']	$$	4.0	232
144	Gogi Grill - Hoboken	-74.0300041437149	40.7362061117704	79 Hudson St	Hoboken	07030	NJ	['79 Hudson St', 'Hoboken, NJ 07030']	$$	4.0	209
145	The Kunjip	-73.987239	40.747641	32 W 32nd St	New York	10001	NY	['32 W 32nd St', 'New York, NY 10001']	$$	2.5	961
146	Ho Ho Restaurant	-74.097194	40.8337201	235 Paterson Ave	East Rutherford	07073	NJ	['235 Paterson Ave', 'East Rutherford, NJ 07073']	$$	4.0	97
147	Handsome Rice	-73.98123	40.74466	133 E 31st St	New York	10016	NY	['133 E 31st St', 'New York, NY 10016']	$$	4.5	88
148	Hell's Chicken	-73.9940421852417	40.7618612989506	641 10th Ave	New York	10036	NY	['641 10th Ave', 'New York, NY 10036']	$$	4.0	337
149	Garlic To the Chicken	-73.9022751	40.7049523	66-92 Forest Ave	Ridgewood	11385	NY	['66-92 Forest Ave', 'Ridgewood, NY 11385']	$	4.0	78
150	Maru 2	-74.0007360062909	40.7416362670334	267 W 17th St	New York	10011	NY	['267 W 17th St', 'New York, NY 10011']	$	4.5	122
151	The Maze	-73.9872499	40.747846	32 W 32nd St	New York	10001	NY	['32 W 32nd St', 'Fl 3', 'New York, NY 10001']	$$	4.0	425
152	MONOMONO	-73.98803	40.72549	116 E 4th St	New York	10003	NY	['116 E 4th St', 'New York, NY 10003']	$$	4.0	415
153	Pocha 32	-73.9862626791	40.747524574399	15 W 32nd St	New York	10001	NY	['15 W 32nd St', 'Fl 2', 'New York, NY 10001']	$$	3.5	1454
154	K Chicken	-73.99372	40.75665	528 9th Ave	New York	10018	NY	['528 9th Ave', 'New York, NY 10018']	$$	4.0	38
155	Workers	-73.99108	40.7363	25 Union Sq W 15th St	New York	10003	NY	['25 Union Sq W 15th St', 'New York, NY 10003']		5.0	3
156	mokbar	-74.00466	40.74222	75 9th Ave	New York	10011	NY	['75 9th Ave', 'New York, NY 10011']	$$	3.5	562
157	Korilla BBQ - Midtown East	-73.9699062	40.7601182	672 Lexington Ave	New York	10022	NY	['672 Lexington Ave', 'New York, NY 10022']	$$	3.5	74
158	Som Bo	-74.00136	40.74192	143 8th Ave	New York	10011	NY	['143 8th Ave', 'New York, NY 10011']	$$	4.0	196
159	The Cast Iron Pot	-73.99911	40.82128	356 Bergen Blvd	Fairview	07022	NJ	['356 Bergen Blvd', 'Fairview, NJ 07022']	$$	4.5	661
160	Dadam	-73.81217	40.76461	152-24 Northern Blvd	Flushing	11354	NY	['152-24 Northern Blvd', 'Flushing, NY 11354']	$$	4.5	34
161	Gahwa Korean Restaurant	-73.8267556	40.7713025	29-32 Union St	Flushing	11354	NY	['29-32 Union St', 'Flushing, NY 11354']	$$	4.0	130
162	Korilla BBQ	-73.9822647110451	40.7647655944894		New York	10019	NY	['New York, NY 10019']	$	4.0	496
163	Elza Fancy Food	-74.0006862580776	40.6056042015553	8611 19th Ave	Brooklyn	11214	NY	['8611 19th Ave', 'Brooklyn, NY 11214']	$	4.5	46
164	Unidentified Flying Chickens	-73.8940372	40.746559	71-22 Roosevelt Ave	Jackson Heights	11372	NY	['71-22 Roosevelt Ave', 'Jackson Heights, NY 11372']	$$	3.5	639
165	SGD Tofu House	-73.81541	40.76191	149-06 41st Ave	Flushing	11355	NY	['149-06 41st Ave', 'Flushing, NY 11355']	$$	4.5	183
